team,year,coaches_text,name,wins,losses,total_games,order,correct_order
tennessee,2008,Phillip Fulmer (5-7),Phillip Fulmer,5,7,12,1,
tennessee,2007,Phillip Fulmer (10-4),Phillip Fulmer,10,4,14,1,
tennessee,2006,Phillip Fulmer (9-4),Phillip Fulmer,9,4,13,1,
tennessee,2005,Phillip Fulmer (5-6),Phillip Fulmer,5,6,11,1,
tennessee,2004,Phillip Fulmer (10-3),Phillip Fulmer,10,3,13,1,
tennessee,2003,Phillip Fulmer (10-3),Phillip Fulmer,10,3,13,1,
tennessee,2002,Phillip Fulmer (8-5),Phillip Fulmer,8,5,13,1,
tennessee,2001,Phillip Fulmer (11-2),Phillip Fulmer,11,2,13,1,
tennessee,2000,Phillip Fulmer (8-4),Phillip Fulmer,8,4,12,1,
texas,2016,Charlie Strong (5-7),Charlie Strong,5,7,12,1,
texas,2015,Charlie Strong (5-7),Charlie Strong,5,7,12,1,
texas,2014,Charlie Strong (6-7),Charlie Strong,6,7,13,1,
texas,2013,Mack Brown (8-5),Mack Brown,8,5,13,1,
texas,2012,Mack Brown (9-4),Mack Brown,9,4,13,1,
texas,2011,Mack Brown (8-5),Mack Brown,8,5,13,1,
texas,2010,Mack Brown (5-7),Mack Brown,5,7,12,1,
texas,2009,Mack Brown (13-1),Mack Brown,13,1,14,1,
texas,2008,Mack Brown (12-1),Mack Brown,12,1,13,1,
texas,2007,Mack Brown (10-3),Mack Brown,10,3,13,1,
texas,2006,Mack Brown (10-3),Mack Brown,10,3,13,1,
texas,2005,Mack Brown (13-0),Mack Brown,13,0,13,1,
texas,2004,Mack Brown (11-1),Mack Brown,11,1,12,1,
texas,2003,Mack Brown (10-3),Mack Brown,10,3,13,1,
texas,2002,Mack Brown (11-2),Mack Brown,11,2,13,1,
texas,2001,Mack Brown (11-2),Mack Brown,11,2,13,1,
texas,2000,Mack Brown (9-3),Mack Brown,9,3,12,1,
texas-am,2016,Kevin Sumlin (8-5),Kevin Sumlin,8,5,13,1,
texas-am,2015,Kevin Sumlin (8-5),Kevin Sumlin,8,5,13,1,
texas-am,2014,Kevin Sumlin (8-5),Kevin Sumlin,8,5,13,1,
texas-am,2013,Kevin Sumlin (9-4),Kevin Sumlin,9,4,13,1,
texas-am,2012,Kevin Sumlin (11-2),Kevin Sumlin,11,2,13,1,
texas-am,2011,"Mike Sherman (6-6), Tim DeRuyter (1-0)",Tim DeRuyter,1,0,1,2,
texas-am,2011,"Mike Sherman (6-6), Tim DeRuyter (1-0)",Mike Sherman,6,6,12,1,
texas-am,2010,Mike Sherman (9-4),Mike Sherman,9,4,13,1,
texas-am,2009,Mike Sherman (6-7),Mike Sherman,6,7,13,1,
texas-am,2008,Mike Sherman (4-8),Mike Sherman,4,8,12,1,
texas-am,2007,Dennis Franchione (7-6),Dennis Franchione,7,6,13,1,
texas-am,2006,Dennis Franchione (9-4),Dennis Franchione,9,4,13,1,
texas-am,2005,Dennis Franchione (5-6),Dennis Franchione,5,6,11,1,
texas-am,2004,Dennis Franchione (7-5),Dennis Franchione,7,5,12,1,
texas-am,2003,Dennis Franchione (4-8),Dennis Franchione,4,8,12,1,
texas-am,2002,R.C. Slocum (6-6),R.C. Slocum,6,6,12,1,
texas-am,2001,R.C. Slocum (8-4),R.C. Slocum,8,4,12,1,
texas-am,2000,R.C. Slocum (7-5),R.C. Slocum,7,5,12,1,
texas-christian,2016,Gary Patterson (6-7),Gary Patterson,6,7,13,1,
texas-christian,2015,Gary Patterson (11-2),Gary Patterson,11,2,13,1,
texas-christian,2014,Gary Patterson (12-1),Gary Patterson,12,1,13,1,
texas-christian,2013,Gary Patterson (4-8),Gary Patterson,4,8,12,1,
texas-christian,2012,Gary Patterson (7-6),Gary Patterson,7,6,13,1,
texas-christian,2011,Gary Patterson (11-2),Gary Patterson,11,2,13,1,
texas-christian,2010,Gary Patterson (13-0),Gary Patterson,13,0,13,1,
texas-christian,2009,Gary Patterson (12-1),Gary Patterson,12,1,13,1,
texas-christian,2008,Gary Patterson (11-2),Gary Patterson,11,2,13,1,
texas-christian,2007,Gary Patterson (8-5),Gary Patterson,8,5,13,1,
texas-christian,2006,Gary Patterson (11-2),Gary Patterson,11,2,13,1,
texas-christian,2005,Gary Patterson (11-1),Gary Patterson,11,1,12,1,
texas-christian,2004,Gary Patterson (5-6),Gary Patterson,5,6,11,1,
texas-christian,2003,Gary Patterson (11-2),Gary Patterson,11,2,13,1,
texas-christian,2002,Gary Patterson (10-2),Gary Patterson,10,2,12,1,
texas-christian,2001,Gary Patterson (6-6),Gary Patterson,6,6,12,1,
texas-christian,2000,"Dennis Franchione (10-1), Gary Patterson (0-1)",Gary Patterson,0,1,1,2,
texas-christian,2000,"Dennis Franchione (10-1), Gary Patterson (0-1)",Dennis Franchione,10,1,11,1,
texas-tech,2016,Kliff Kingsbury (5-7),Kliff Kingsbury,5,7,12,1,
texas-tech,2015,Kliff Kingsbury (7-6),Kliff Kingsbury,7,6,13,1,
texas-tech,2014,Kliff Kingsbury (4-8),Kliff Kingsbury,4,8,12,1,
texas-tech,2013,Kliff Kingsbury (8-5),Kliff Kingsbury,8,5,13,1,
texas-tech,2012,"Tommy Tuberville (7-5), Chris Thomsen (1-0)",Chris Thomsen,1,0,1,2,
texas-tech,2012,"Tommy Tuberville (7-5), Chris Thomsen (1-0)",Tommy Tuberville,7,5,12,1,
texas-tech,2011,Tommy Tuberville (5-7),Tommy Tuberville,5,7,12,1,
texas-tech,2010,Tommy Tuberville (8-5),Tommy Tuberville,8,5,13,1,
texas-tech,2009,"Mike Leach (8-4), Ruffin McNeill (1-0)",Ruffin McNeill,1,0,1,2,
texas-tech,2009,"Mike Leach (8-4), Ruffin McNeill (1-0)",Mike Leach,8,4,12,1,
texas-tech,2008,Mike Leach (11-2),Mike Leach,11,2,13,1,
texas-tech,2007,Mike Leach (9-4),Mike Leach,9,4,13,1,
texas-tech,2006,Mike Leach (8-5),Mike Leach,8,5,13,1,
texas-tech,2005,Mike Leach (9-3),Mike Leach,9,3,12,1,
texas-tech,2004,Mike Leach (8-4),Mike Leach,8,4,12,1,
texas-tech,2003,Mike Leach (8-5),Mike Leach,8,5,13,1,
texas-tech,2002,Mike Leach (9-5),Mike Leach,9,5,14,1,
texas-tech,2001,Mike Leach (7-5),Mike Leach,7,5,12,1,
texas-tech,2000,Mike Leach (7-6),Mike Leach,7,6,13,1,
ucla,2016,Jim Mora (4-8),Jim Mora,4,8,12,1,
ucla,2015,Jim Mora (8-5),Jim Mora,8,5,13,1,
ucla,2014,Jim Mora (10-3),Jim Mora,10,3,13,1,
ucla,2013,Jim Mora (10-3),Jim Mora,10,3,13,1,
ucla,2012,Jim Mora (9-5),Jim Mora,9,5,14,1,
ucla,2011,"Rick Neuheisel (6-6), Mike Johnson (0-2)",Mike Johnson,0,2,2,2,
ucla,2011,"Rick Neuheisel (6-6), Mike Johnson (0-2)",Rick Neuheisel,6,6,12,1,
ucla,2010,Rick Neuheisel (4-8),Rick Neuheisel,4,8,12,1,
ucla,2009,Rick Neuheisel (7-6),Rick Neuheisel,7,6,13,1,
ucla,2008,Rick Neuheisel (4-8),Rick Neuheisel,4,8,12,1,
ucla,2007,"Karl Dorrell (6-6), DeWayne Walker (0-1)",DeWayne Walker,0,1,1,2,
ucla,2007,"Karl Dorrell (6-6), DeWayne Walker (0-1)",Karl Dorrell,6,6,12,1,
ucla,2006,Karl Dorrell (7-6),Karl Dorrell,7,6,13,1,
ucla,2005,Karl Dorrell (10-2),Karl Dorrell,10,2,12,1,
ucla,2004,Karl Dorrell (6-6),Karl Dorrell,6,6,12,1,
ucla,2003,Karl Dorrell (6-7),Karl Dorrell,6,7,13,1,
ucla,2002,"Bob Toledo (7-5), Ed Kezirian (1-0)",Ed Kezirian,1,0,1,2,
ucla,2002,"Bob Toledo (7-5), Ed Kezirian (1-0)",Bob Toledo,7,5,12,1,
ucla,2001,Bob Toledo (7-4),Bob Toledo,7,4,11,1,
ucla,2000,Bob Toledo (6-6),Bob Toledo,6,6,12,1,
southern-california,2016,Clay Helton (10-3),Clay Helton,10,3,13,1,
southern-california,2015,"Clay Helton (5-4), Steve Sarkisian (3-2)",Steve Sarkisian,3,2,5,2,1
southern-california,2015,"Clay Helton (5-4), Steve Sarkisian (3-2)",Clay Helton,5,4,9,1,2
southern-california,2014,Steve Sarkisian (9-4),Steve Sarkisian,9,4,13,1,
southern-california,2013,"Clay Helton (1-0), Lane Kiffin (3-2), Ed Orgeron (6-2)",Ed Orgeron,6,2,8,3,2
southern-california,2013,"Clay Helton (1-0), Lane Kiffin (3-2), Ed Orgeron (6-2)",Lane Kiffin,3,2,5,2,1
southern-california,2013,"Clay Helton (1-0), Lane Kiffin (3-2), Ed Orgeron (6-2)",Clay Helton,1,0,1,1,3
southern-california,2012,Lane Kiffin (7-6),Lane Kiffin,7,6,13,1,
southern-california,2011,Lane Kiffin (10-2),Lane Kiffin,10,2,12,1,
southern-california,2010,Lane Kiffin (8-5),Lane Kiffin,8,5,13,1,
southern-california,2009,Pete Carroll (9-4),Pete Carroll,9,4,13,1,
southern-california,2008,Pete Carroll (12-1),Pete Carroll,12,1,13,1,
southern-california,2007,Pete Carroll (11-2),Pete Carroll,11,2,13,1,
southern-california,2006,Pete Carroll (11-2),Pete Carroll,11,2,13,1,
southern-california,2005,Pete Carroll (12-1),Pete Carroll,12,1,13,1,
southern-california,2004,Pete Carroll (13-0),Pete Carroll,13,0,13,1,
southern-california,2003,Pete Carroll (12-1),Pete Carroll,12,1,13,1,
southern-california,2002,Pete Carroll (11-2),Pete Carroll,11,2,13,1,
southern-california,2001,Pete Carroll (6-6),Pete Carroll,6,6,12,1,
southern-california,2000,Paul Hackett (5-7),Paul Hackett,5,7,12,1,
utah,2016,Kyle Whittingham (9-4),Kyle Whittingham,9,4,13,1,
utah,2015,Kyle Whittingham (10-3),Kyle Whittingham,10,3,13,1,
utah,2014,Kyle Whittingham (9-4),Kyle Whittingham,9,4,13,1,
utah,2013,Kyle Whittingham (5-7),Kyle Whittingham,5,7,12,1,
utah,2012,Kyle Whittingham (5-7),Kyle Whittingham,5,7,12,1,
utah,2011,Kyle Whittingham (8-5),Kyle Whittingham,8,5,13,1,
utah,2010,Kyle Whittingham (10-3),Kyle Whittingham,10,3,13,1,
utah,2009,Kyle Whittingham (10-3),Kyle Whittingham,10,3,13,1,
utah,2008,Kyle Whittingham (13-0),Kyle Whittingham,13,0,13,1,
utah,2007,Kyle Whittingham (9-4),Kyle Whittingham,9,4,13,1,
utah,2006,Kyle Whittingham (8-5),Kyle Whittingham,8,5,13,1,
utah,2005,Kyle Whittingham (7-5),Kyle Whittingham,7,5,12,1,
utah,2004,"Kyle Whittingham (1-0), Urban Meyer (12-0)",Urban Meyer,12,0,12,2,1
utah,2004,"Kyle Whittingham (1-0), Urban Meyer (12-0)",Kyle Whittingham,1,0,1,1,2
utah,2003,Urban Meyer (10-2),Urban Meyer,10,2,12,1,
utah,2002,Ron McBride (5-6),Ron McBride,5,6,11,1,
utah,2001,Ron McBride (8-4),Ron McBride,8,4,12,1,
utah,2000,Ron McBride (4-7),Ron McBride,4,7,11,1,
vanderbilt,2016,Derek Mason (6-7),Derek Mason,6,7,13,1,
vanderbilt,2015,Derek Mason (4-8),Derek Mason,4,8,12,1,
vanderbilt,2014,Derek Mason (3-9),Derek Mason,3,9,12,1,
vanderbilt,2013,James Franklin (9-4),James Franklin,9,4,13,1,
vanderbilt,2012,James Franklin (9-4),James Franklin,9,4,13,1,
vanderbilt,2011,James Franklin (6-7),James Franklin,6,7,13,1,
vanderbilt,2010,Robbie Caldwell (2-10),Robbie Caldwell,2,10,12,1,
vanderbilt,2009,Bobby Johnson (2-10),Bobby Johnson,2,10,12,1,
vanderbilt,2008,Bobby Johnson (7-6),Bobby Johnson,7,6,13,1,
vanderbilt,2007,Bobby Johnson (5-7),Bobby Johnson,5,7,12,1,
vanderbilt,2006,Bobby Johnson (4-8),Bobby Johnson,4,8,12,1,
vanderbilt,2005,Bobby Johnson (5-6),Bobby Johnson,5,6,11,1,
vanderbilt,2004,Bobby Johnson (2-9),Bobby Johnson,2,9,11,1,
vanderbilt,2003,Bobby Johnson (2-10),Bobby Johnson,2,10,12,1,
vanderbilt,2002,Bobby Johnson (2-10),Bobby Johnson,2,10,12,1,
vanderbilt,2001,Woody Widenhofer (2-9),Woody Widenhofer,2,9,11,1,
vanderbilt,2000,Woody Widenhofer (3-8),Woody Widenhofer,3,8,11,1,
virginia,2016,Bronco Mendenhall (2-10),Bronco Mendenhall,2,10,12,1,
virginia,2015,Mike London (4-8),Mike London,4,8,12,1,
virginia,2014,Mike London (5-7),Mike London,5,7,12,1,
virginia,2013,Mike London (2-10),Mike London,2,10,12,1,
virginia,2012,Mike London (4-8),Mike London,4,8,12,1,
virginia,2011,Mike London (8-5),Mike London,8,5,13,1,
virginia,2010,Mike London (4-8),Mike London,4,8,12,1,
virginia,2009,Al Groh (3-9),Al Groh,3,9,12,1,
virginia,2008,Al Groh (5-7),Al Groh,5,7,12,1,
virginia,2007,Al Groh (9-4),Al Groh,9,4,13,1,
virginia,2006,Al Groh (5-7),Al Groh,5,7,12,1,
virginia,2005,Al Groh (7-5),Al Groh,7,5,12,1,
virginia,2004,Al Groh (8-4),Al Groh,8,4,12,1,
virginia,2003,Al Groh (8-5),Al Groh,8,5,13,1,
virginia,2002,Al Groh (9-5),Al Groh,9,5,14,1,
virginia,2001,Al Groh (5-7),Al Groh,5,7,12,1,
virginia,2000,George Welsh (6-6),George Welsh,6,6,12,1,
virginia-tech,2016,Justin Fuente (10-4),Justin Fuente,10,4,14,1,
virginia-tech,2015,Frank Beamer (7-6),Frank Beamer,7,6,13,1,
virginia-tech,2014,Frank Beamer (7-6),Frank Beamer,7,6,13,1,
virginia-tech,2013,Frank Beamer (8-5),Frank Beamer,8,5,13,1,
virginia-tech,2012,Frank Beamer (7-6),Frank Beamer,7,6,13,1,
virginia-tech,2011,Frank Beamer (11-3),Frank Beamer,11,3,14,1,
virginia-tech,2010,Frank Beamer (11-3),Frank Beamer,11,3,14,1,
virginia-tech,2009,Frank Beamer (10-3),Frank Beamer,10,3,13,1,
virginia-tech,2008,Frank Beamer (10-4),Frank Beamer,10,4,14,1,
virginia-tech,2007,Frank Beamer (11-3),Frank Beamer,11,3,14,1,
virginia-tech,2006,Frank Beamer (10-3),Frank Beamer,10,3,13,1,
virginia-tech,2005,Frank Beamer (11-2),Frank Beamer,11,2,13,1,
virginia-tech,2004,Frank Beamer (10-3),Frank Beamer,10,3,13,1,
virginia-tech,2003,Frank Beamer (8-5),Frank Beamer,8,5,13,1,
virginia-tech,2002,Frank Beamer (10-4),Frank Beamer,10,4,14,1,
virginia-tech,2001,Frank Beamer (8-4),Frank Beamer,8,4,12,1,
virginia-tech,2000,Frank Beamer (11-1),Frank Beamer,11,1,12,1,
wake-forest,2016,Dave Clawson (7-6),Dave Clawson,7,6,13,1,
wake-forest,2015,Dave Clawson (3-9),Dave Clawson,3,9,12,1,
wake-forest,2014,Dave Clawson (3-9),Dave Clawson,3,9,12,1,
wake-forest,2013,Jim Grobe (4-8),Jim Grobe,4,8,12,1,
wake-forest,2012,Jim Grobe (5-7),Jim Grobe,5,7,12,1,
wake-forest,2011,Jim Grobe (6-7),Jim Grobe,6,7,13,1,
wake-forest,2010,Jim Grobe (3-9),Jim Grobe,3,9,12,1,
wake-forest,2009,Jim Grobe (5-7),Jim Grobe,5,7,12,1,
wake-forest,2008,Jim Grobe (8-5),Jim Grobe,8,5,13,1,
wake-forest,2007,Jim Grobe (9-4),Jim Grobe,9,4,13,1,
wake-forest,2006,Jim Grobe (11-3),Jim Grobe,11,3,14,1,
wake-forest,2005,Jim Grobe (4-7),Jim Grobe,4,7,11,1,
wake-forest,2004,Jim Grobe (4-7),Jim Grobe,4,7,11,1,
wake-forest,2003,Jim Grobe (5-7),Jim Grobe,5,7,12,1,
wake-forest,2002,Jim Grobe (7-6),Jim Grobe,7,6,13,1,
wake-forest,2001,Jim Grobe (6-5),Jim Grobe,6,5,11,1,
wake-forest,2000,Jim Caldwell (2-9),Jim Caldwell,2,9,11,1,
washington,2016,Chris Petersen (12-2),Chris Petersen,12,2,14,1,
washington,2015,Chris Petersen (7-6),Chris Petersen,7,6,13,1,
washington,2014,Chris Petersen (8-6),Chris Petersen,8,6,14,1,
washington,2013,"Marques Tuiasosopo (1-0), Steve Sarkisian (8-4)",Steve Sarkisian,8,4,12,2,1
washington,2013,"Marques Tuiasosopo (1-0), Steve Sarkisian (8-4)",Marques Tuiasosopo,1,0,1,1,2
washington,2012,Steve Sarkisian (7-6),Steve Sarkisian,7,6,13,1,
washington,2011,Steve Sarkisian (7-6),Steve Sarkisian,7,6,13,1,
washington,2010,Steve Sarkisian (7-6),Steve Sarkisian,7,6,13,1,
washington,2009,Steve Sarkisian (5-7),Steve Sarkisian,5,7,12,1,
washington,2008,Tyrone Willingham (0-12),Tyrone Willingham,0,12,12,1,
washington,2007,Tyrone Willingham (4-9),Tyrone Willingham,4,9,13,1,
washington,2006,Tyrone Willingham (5-7),Tyrone Willingham,5,7,12,1,
washington,2005,Tyrone Willingham (2-9),Tyrone Willingham,2,9,11,1,
washington,2004,Keith Gilbertson (1-10),Keith Gilbertson,1,10,11,1,
washington,2003,Keith Gilbertson (6-6),Keith Gilbertson,6,6,12,1,
washington,2002,Rick Neuheisel (7-6),Rick Neuheisel,7,6,13,1,
washington,2001,Rick Neuheisel (8-4),Rick Neuheisel,8,4,12,1,
washington,2000,Rick Neuheisel (11-1),Rick Neuheisel,11,1,12,1,
washington-state,2016,Mike Leach (8-5),Mike Leach,8,5,13,1,
washington-state,2015,Mike Leach (9-4),Mike Leach,9,4,13,1,
washington-state,2014,Mike Leach (3-9),Mike Leach,3,9,12,1,
washington-state,2013,Mike Leach (6-7),Mike Leach,6,7,13,1,
washington-state,2012,Mike Leach (3-9),Mike Leach,3,9,12,1,
washington-state,2011,Paul Wulff (4-8),Paul Wulff,4,8,12,1,
washington-state,2010,Paul Wulff (2-10),Paul Wulff,2,10,12,1,
washington-state,2009,Paul Wulff (1-11),Paul Wulff,1,11,12,1,
washington-state,2008,Paul Wulff (2-11),Paul Wulff,2,11,13,1,
washington-state,2007,Bill Doba (5-7),Bill Doba,5,7,12,1,
washington-state,2006,Bill Doba (6-6),Bill Doba,6,6,12,1,
washington-state,2005,Bill Doba (4-7),Bill Doba,4,7,11,1,
washington-state,2004,Bill Doba (5-6),Bill Doba,5,6,11,1,
washington-state,2003,Bill Doba (10-3),Bill Doba,10,3,13,1,
washington-state,2002,Mike Price (10-3),Mike Price,10,3,13,1,
washington-state,2001,Mike Price (10-2),Mike Price,10,2,12,1,
washington-state,2000,Mike Price (4-7),Mike Price,4,7,11,1,
west-virginia,2016,Dana Holgorsen (10-3),Dana Holgorsen,10,3,13,1,
west-virginia,2015,Dana Holgorsen (8-5),Dana Holgorsen,8,5,13,1,
west-virginia,2014,Dana Holgorsen (7-6),Dana Holgorsen,7,6,13,1,
west-virginia,2013,Dana Holgorsen (4-8),Dana Holgorsen,4,8,12,1,
west-virginia,2012,Dana Holgorsen (7-6),Dana Holgorsen,7,6,13,1,
west-virginia,2011,Dana Holgorsen (10-3),Dana Holgorsen,10,3,13,1,
west-virginia,2010,Bill Stewart (9-4),Bill Stewart,9,4,13,1,
west-virginia,2009,Bill Stewart (9-4),Bill Stewart,9,4,13,1,
west-virginia,2008,Bill Stewart (9-4),Bill Stewart,9,4,13,1,
west-virginia,2007,"Bill Stewart (1-0), Rich Rodriguez (10-2)",Rich Rodriguez,10,2,12,2,1
west-virginia,2007,"Bill Stewart (1-0), Rich Rodriguez (10-2)",Bill Stewart,1,0,1,1,2
west-virginia,2006,Rich Rodriguez (11-2),Rich Rodriguez,11,2,13,1,
west-virginia,2005,Rich Rodriguez (11-1),Rich Rodriguez,11,1,12,1,
west-virginia,2004,Rich Rodriguez (8-4),Rich Rodriguez,8,4,12,1,
west-virginia,2003,Rich Rodriguez (8-5),Rich Rodriguez,8,5,13,1,
west-virginia,2002,Rich Rodriguez (9-4),Rich Rodriguez,9,4,13,1,
west-virginia,2001,Rich Rodriguez (3-8),Rich Rodriguez,3,8,11,1,
west-virginia,2000,Don Nehlen (7-5),Don Nehlen,7,5,12,1,
wisconsin,2016,Paul Chryst (11-3),Paul Chryst,11,3,14,1,
wisconsin,2015,Paul Chryst (10-3),Paul Chryst,10,3,13,1,
wisconsin,2014,"Barry Alvarez (1-0), Gary Andersen (10-3)",Gary Andersen,10,3,13,2,1
wisconsin,2014,"Barry Alvarez (1-0), Gary Andersen (10-3)",Barry Alvarez,1,0,1,1,2
wisconsin,2013,Gary Andersen (9-4),Gary Andersen,9,4,13,1,
wisconsin,2012,"Bret Bielema (8-5), Barry Alvarez (0-1)",Barry Alvarez,0,1,1,2,
wisconsin,2012,"Bret Bielema (8-5), Barry Alvarez (0-1)",Bret Bielema,8,5,13,1,
wisconsin,2011,Bret Bielema (11-3),Bret Bielema,11,3,14,1,
wisconsin,2010,Bret Bielema (11-2),Bret Bielema,11,2,13,1,
wisconsin,2009,Bret Bielema (10-3),Bret Bielema,10,3,13,1,
wisconsin,2008,Bret Bielema (7-6),Bret Bielema,7,6,13,1,
wisconsin,2007,Bret Bielema (9-4),Bret Bielema,9,4,13,1,
wisconsin,2006,Bret Bielema (12-1),Bret Bielema,12,1,13,1,
wisconsin,2005,Barry Alvarez (10-3),Barry Alvarez,10,3,13,1,
wisconsin,2004,Barry Alvarez (9-3),Barry Alvarez,9,3,12,1,
wisconsin,2003,Barry Alvarez (7-6),Barry Alvarez,7,6,13,1,
wisconsin,2002,Barry Alvarez (8-6),Barry Alvarez,8,6,14,1,
wisconsin,2001,Barry Alvarez (5-7),Barry Alvarez,5,7,12,1,
wisconsin,2000,Barry Alvarez (9-4),Barry Alvarez,9,4,13,1,
