franchise,team,year,coaches_text,coaches_id
PHI,PHI,1966,D. Schayes (55-25),schaydo01c
PHI,PHI,1965,D. Schayes (40-40),schaydo01c
PHI,PHI,1964,D. Schayes (34-46),schaydo01c
PHI,PHI,1963,A. Hannum (48-32),hannual01c
PHI,PHI,1962,A. Hannum (41-39),hannual01c
PHI,PHI,1961,A. Hannum (38-41),hannual01c
PHI,PHI,1960,P. Seymour (45-30),seymopa01c
PHI,PHI,1959,P. Seymour (35-37),seymopa01c
PHI,PHI,1958,P. Seymour (41-31),seymopa01c
PHI,PHI,1957,"A. Cervi (4-8), P. Seymour (34-26)",cervial01c|seymopa01c
PHI,PHI,1956,A. Cervi (35-37),cervial01c
PHI,PHI,1955,A. Cervi (43-29),cervial01c
PHI,PHI,1954,A. Cervi (42-30),cervial01c
PHI,PHI,1953,A. Cervi (47-24),cervial01c
PHI,PHI,1952,A. Cervi (40-26),cervial01c
PHI,PHI,1951,A. Cervi (32-34),cervial01c
PHI,PHI,1950,A. Cervi (51-13),cervial01c
PHO,PHO,2018,"E. Watson (0-3), J. Triano (9-18)",watsoea01c|trianja99c
PHO,PHO,2017,E. Watson (24-58),watsoea01c
PHO,PHO,2016,"J. Hornacek (14-35), E. Watson (9-24)",hornaje01c|watsoea01c
PHO,PHO,2015,J. Hornacek (39-43),hornaje01c
PHO,PHO,2014,J. Hornacek (48-34),hornaje01c
PHO,PHO,2013,"A. Gentry (13-28), L. Hunter (12-29)",gentral99c|hunteli01c
PHO,PHO,2012,A. Gentry (33-33),gentral99c
PHO,PHO,2011,A. Gentry (40-42),gentral99c
PHO,PHO,2010,A. Gentry (54-28),gentral99c
PHO,PHO,2009,"T. Porter (28-23), A. Gentry (18-13)",portete01c|gentral99c
PHO,PHO,2008,M. D'Antoni (55-27),dantomi01c
PHO,PHO,2007,M. D'Antoni (61-21),dantomi01c
PHO,PHO,2006,M. D'Antoni (54-28),dantomi01c
PHO,PHO,2005,M. D'Antoni (62-20),dantomi01c
PHO,PHO,2004,"F. Johnson (8-13), M. D'Antoni (21-40)",johnsfr01c|dantomi01c
PHO,PHO,2003,F. Johnson (44-38),johnsfr01c
PHO,PHO,2002,"S. Skiles (25-26), F. Johnson (11-20)",skilesc01c|johnsfr01c
PHO,PHO,2001,S. Skiles (51-31),skilesc01c
PHO,PHO,2000,"D. Ainge (13-7), S. Skiles (40-22)",aingeda01c|skilesc01c
PHO,PHO,1999,D. Ainge (27-23),aingeda01c
PHO,PHO,1998,D. Ainge (56-26),aingeda01c
PHO,PHO,1997,"C. Fitzsimmons (0-8), D. Ainge (40-34)",fitzsco99c|aingeda01c
PHO,PHO,1996,"P. Westphal (14-19), C. Fitzsimmons (27-22)",westppa01c|fitzsco99c
PHO,PHO,1995,P. Westphal (59-23),westppa01c
PHO,PHO,1994,P. Westphal (56-26),westppa01c
PHO,PHO,1993,P. Westphal (62-20),westppa01c
PHO,PHO,1992,C. Fitzsimmons (53-29),fitzsco99c
PHO,PHO,1991,C. Fitzsimmons (55-27),fitzsco99c
PHO,PHO,1990,C. Fitzsimmons (54-28),fitzsco99c
PHO,PHO,1989,C. Fitzsimmons (55-27),fitzsco99c
PHO,PHO,1988,J. Wetzel (28-54),wetzejo01c
PHO,PHO,1987,"J. MacLeod (22-34), D. Van Arsdale (14-12)",maclejo99c|vanardi01c
PHO,PHO,1986,J. MacLeod (32-50),maclejo99c
PHO,PHO,1985,J. MacLeod (36-46),maclejo99c
PHO,PHO,1984,J. MacLeod (41-41),maclejo99c
PHO,PHO,1983,J. MacLeod (53-29),maclejo99c
PHO,PHO,1982,J. MacLeod (46-36),maclejo99c
PHO,PHO,1981,J. MacLeod (57-25),maclejo99c
PHO,PHO,1980,J. MacLeod (55-27),maclejo99c
PHO,PHO,1979,J. MacLeod (50-32),maclejo99c
PHO,PHO,1978,J. MacLeod (49-33),maclejo99c
PHO,PHO,1977,J. MacLeod (34-48),maclejo99c
PHO,PHO,1976,J. MacLeod (42-40),maclejo99c
PHO,PHO,1975,J. MacLeod (32-50),maclejo99c
PHO,PHO,1974,J. MacLeod (30-52),maclejo99c
PHO,PHO,1973,"B. Van Breda Kolff (3-4), J. Colangelo (35-40)",vanbrbu01c|colanje99c
PHO,PHO,1972,C. Fitzsimmons (49-33),fitzsco99c
PHO,PHO,1971,C. Fitzsimmons (48-34),fitzsco99c
PHO,PHO,1970,"R. Kerr (15-23), J. Colangelo (24-20)",kerrre01c|colanje99c
PHO,PHO,1969,R. Kerr (16-66),kerrre01c
POR,POR,2018,T. Stotts (14-13),stottte99c
POR,POR,2017,T. Stotts (41-41),stottte99c
POR,POR,2016,T. Stotts (44-38),stottte99c
POR,POR,2015,T. Stotts (51-31),stottte99c
POR,POR,2014,T. Stotts (54-28),stottte99c
POR,POR,2013,T. Stotts (33-49),stottte99c
POR,POR,2012,"N. McMillan (20-23), K. Canales (8-15)",mcmilna01c|canalka99c
POR,POR,2011,N. McMillan (48-34),mcmilna01c
POR,POR,2010,N. McMillan (50-32),mcmilna01c
POR,POR,2009,N. McMillan (54-28),mcmilna01c
POR,POR,2008,N. McMillan (41-41),mcmilna01c
POR,POR,2007,N. McMillan (32-50),mcmilna01c
POR,POR,2006,N. McMillan (21-61),mcmilna01c
POR,POR,2005,"M. Cheeks (22-33), K. Pritchard (5-22)",cheekma01c|pritcke01c
POR,POR,2004,M. Cheeks (41-41),cheekma01c
POR,POR,2003,M. Cheeks (50-32),cheekma01c
POR,POR,2002,M. Cheeks (49-33),cheekma01c
POR,POR,2001,M. Dunleavy (50-32),dunlemi01c
POR,POR,2000,M. Dunleavy (59-23),dunlemi01c
POR,POR,1999,M. Dunleavy (35-15),dunlemi01c
POR,POR,1998,M. Dunleavy (46-36),dunlemi01c
POR,POR,1997,P. Carlesimo (49-33),carlepj99c
POR,POR,1996,P. Carlesimo (44-38),carlepj99c
POR,POR,1995,P. Carlesimo (44-38),carlepj99c
POR,POR,1994,R. Adelman (47-35),adelmri01c
POR,POR,1993,R. Adelman (51-31),adelmri01c
POR,POR,1992,R. Adelman (57-25),adelmri01c
POR,POR,1991,R. Adelman (63-19),adelmri01c
POR,POR,1990,R. Adelman (59-23),adelmri01c
POR,POR,1989,"M. Schuler (25-22), R. Adelman (14-21)",schulmi99c|adelmri01c
POR,POR,1988,M. Schuler (53-29),schulmi99c
POR,POR,1987,M. Schuler (49-33),schulmi99c
POR,POR,1986,J. Ramsay (40-42),ramsaja99c
POR,POR,1985,J. Ramsay (42-40),ramsaja99c
POR,POR,1984,J. Ramsay (48-34),ramsaja99c
POR,POR,1983,J. Ramsay (46-36),ramsaja99c
POR,POR,1982,J. Ramsay (42-40),ramsaja99c
POR,POR,1981,J. Ramsay (45-37),ramsaja99c
POR,POR,1980,J. Ramsay (38-44),ramsaja99c
POR,POR,1979,J. Ramsay (45-37),ramsaja99c
POR,POR,1978,J. Ramsay (58-24),ramsaja99c
POR,POR,1977,J. Ramsay (49-33),ramsaja99c
POR,POR,1976,L. Wilkens (37-45),wilkele01c
POR,POR,1975,L. Wilkens (38-44),wilkele01c
POR,POR,1974,J. McCloskey (27-55),mccloja01d
POR,POR,1973,J. McCloskey (21-61),mccloja01d
POR,POR,1972,"R. Todd (12-44), S. Inman (6-20)",toddro99c|inmanst99c
POR,POR,1971,R. Todd (29-53),toddro99c
SAC,SAC,2018,D. Joerger (9-19),joergda99c
SAC,SAC,2017,D. Joerger (32-50),joergda99c
SAC,SAC,2016,G. Karl (33-49),karlge01c
SAC,SAC,2015,"M. Malone (11-13), T. Corbin (7-21), G. Karl (11-19)",malonmi99c|corbity01c|karlge01c
SAC,SAC,2014,M. Malone (28-54),malonmi99c
SAC,SAC,2013,K. Smart (28-54),smartke01c
SAC,SAC,2012,"P. Westphal (2-5), K. Smart (20-39)",westppa01c|smartke01c
SAC,SAC,2011,P. Westphal (24-58),westppa01c
SAC,SAC,2010,P. Westphal (25-57),westppa01c
SAC,SAC,2009,"R. Theus (6-18), K. Natt (11-47)",theusre01c|nattke01c
SAC,SAC,2008,R. Theus (38-44),theusre01c
SAC,SAC,2007,E. Musselman (33-49),musseer99c
SAC,SAC,2006,R. Adelman (44-38),adelmri01c
SAC,SAC,2005,R. Adelman (50-32),adelmri01c
SAC,SAC,2004,R. Adelman (55-27),adelmri01c
SAC,SAC,2003,R. Adelman (59-23),adelmri01c
SAC,SAC,2002,R. Adelman (61-21),adelmri01c
SAC,SAC,2001,R. Adelman (55-27),adelmri01c
SAC,SAC,2000,R. Adelman (44-38),adelmri01c
SAC,SAC,1999,R. Adelman (27-23),adelmri01c
SAC,SAC,1998,E. Jordan (27-55),jordaed01c
SAC,SAC,1997,"G. St. Jean (28-39), E. Jordan (6-9)",stjeaga99c|jordaed01c
SAC,SAC,1996,G. St. Jean (39-43),stjeaga99c
SAC,SAC,1995,G. St. Jean (39-43),stjeaga99c
SAC,SAC,1994,G. St. Jean (28-54),stjeaga99c
SAC,SAC,1993,G. St. Jean (25-57),stjeaga99c
SAC,SAC,1992,"D. Motta (7-18), R. Hughes (22-35)",mottadi99c|hughere99c
SAC,SAC,1991,D. Motta (25-57),mottadi99c
SAC,SAC,1990,"J. Reynolds (7-21), D. Motta (16-38)",reynoje99c|mottadi99c
SAC,SAC,1989,J. Reynolds (27-55),reynoje99c
SAC,SAC,1988,"B. Russell (17-41), J. Reynolds (7-17)",russebi01c|reynoje99c
SAC,SAC,1987,"P. Johnson (14-32), J. Reynolds (15-21)",johnsph99c|reynoje99c
SAC,SAC,1986,P. Johnson (37-45),johnsph99c
SAC,SAC,1985,"J. McKinney (1-8), P. Johnson (30-43)",mckinja99c|johnsph99c
SAC,SAC,1984,C. Fitzsimmons (38-44),fitzsco99c
SAC,SAC,1983,C. Fitzsimmons (45-37),fitzsco99c
SAC,SAC,1982,C. Fitzsimmons (30-52),fitzsco99c
SAC,SAC,1981,C. Fitzsimmons (40-42),fitzsco99c
SAC,SAC,1980,C. Fitzsimmons (47-35),fitzsco99c
SAC,SAC,1979,C. Fitzsimmons (48-34),fitzsco99c
SAC,SAC,1978,"P. Johnson (13-24), L. Staverman (18-27)",johnsph99c|stavela01c
SAC,SAC,1977,P. Johnson (40-42),johnsph99c
SAC,SAC,1976,P. Johnson (31-51),johnsph99c
SAC,SAC,1975,P. Johnson (44-38),johnsph99c
SAC,SAC,1974,"B. Cousy (6-14), D. Young (0-4), P. Johnson (27-31)",cousybo01c|youngdr99c|johnsph99c
SAC,SAC,1973,B. Cousy (36-46),cousybo01c
SAC,SAC,1972,B. Cousy (30-52),cousybo01c
SAC,SAC,1971,B. Cousy (33-49),cousybo01c
SAC,SAC,1970,B. Cousy (36-46),cousybo01c
SAC,SAC,1969,E. Jucker (41-41),juckeed99c
SAC,SAC,1968,E. Jucker (39-43),juckeed99c
SAC,SAC,1967,J. McMahon (39-42),mcmahja01c
SAC,SAC,1966,J. McMahon (45-35),mcmahja01c
SAC,SAC,1965,J. McMahon (48-32),mcmahja01c
SAC,SAC,1964,J. McMahon (55-25),mcmahja01c
SAC,SAC,1963,C. Wolf (42-38),wolfch99c
SAC,SAC,1962,C. Wolf (43-37),wolfch99c
SAC,SAC,1961,C. Wolf (33-46),wolfch99c
SAC,SAC,1960,T. Marshall (19-56),marshto01c
SAC,SAC,1959,"B. Wanzer (3-15), T. Marshall (16-38)",wanzebo01c|marshto01c
SAC,SAC,1958,B. Wanzer (33-39),wanzebo01c
SAC,SAC,1957,B. Wanzer (31-41),wanzebo01c
SAC,SAC,1956,B. Wanzer (31-41),wanzebo01c
SAC,SAC,1955,L. Harrison (29-43),harrile99c
SAC,SAC,1954,L. Harrison (44-28),harrile99c
SAC,SAC,1953,L. Harrison (44-26),harrile99c
SAC,SAC,1952,L. Harrison (41-25),harrile99c
SAC,SAC,1951,L. Harrison (41-27),harrile99c
SAC,SAC,1950,L. Harrison (51-17),harrile99c
SAC,SAC,1949,L. Harrison (45-15),harrile99c
SAS,SAS,2018,G. Popovich (19-9),popovgr99c
SAS,SAS,2017,G. Popovich (61-21),popovgr99c
SAS,SAS,2016,G. Popovich (67-15),popovgr99c
SAS,SAS,2015,G. Popovich (55-27),popovgr99c
SAS,SAS,2014,G. Popovich (62-20),popovgr99c
SAS,SAS,2013,G. Popovich (58-24),popovgr99c
SAS,SAS,2012,G. Popovich (50-16),popovgr99c
SAS,SAS,2011,G. Popovich (61-21),popovgr99c
SAS,SAS,2010,G. Popovich (50-32),popovgr99c
SAS,SAS,2009,G. Popovich (54-28),popovgr99c
SAS,SAS,2008,G. Popovich (56-26),popovgr99c
SAS,SAS,2007,G. Popovich (58-24),popovgr99c
SAS,SAS,2006,G. Popovich (63-19),popovgr99c
SAS,SAS,2005,G. Popovich (59-23),popovgr99c
SAS,SAS,2004,G. Popovich (57-25),popovgr99c
SAS,SAS,2003,G. Popovich (60-22),popovgr99c
SAS,SAS,2002,G. Popovich (58-24),popovgr99c
SAS,SAS,2001,G. Popovich (58-24),popovgr99c
SAS,SAS,2000,G. Popovich (53-29),popovgr99c
SAS,SAS,1999,G. Popovich (37-13),popovgr99c
SAS,SAS,1998,G. Popovich (56-26),popovgr99c
SAS,SAS,1997,"B. Hill (3-15), G. Popovich (17-47)",hillbo99c|popovgr99c
SAS,SAS,1996,B. Hill (59-23),hillbo99c
SAS,SAS,1995,B. Hill (62-20),hillbo99c
SAS,SAS,1994,J. Lucas (55-27),lucasjo01c
SAS,SAS,1993,"J. Tarkanian (9-11), R. Hughes (1-0), J. Lucas (39-22)",tarkaje99c|hughere99c|lucasjo01c
SAS,SAS,1992,"L. Brown (21-17), B. Bass (26-18)",brownla01c|bassbo99c
SAS,SAS,1991,L. Brown (55-27),brownla01c
SAS,SAS,1990,L. Brown (56-26),brownla01c
SAS,SAS,1989,L. Brown (21-61),brownla01c
SAS,SAS,1988,B. Weiss (31-51),weissbo01c
SAS,SAS,1987,B. Weiss (28-54),weissbo01c
SAS,SAS,1986,C. Fitzsimmons (35-47),fitzsco99c
SAS,SAS,1985,C. Fitzsimmons (41-41),fitzsco99c
SAS,SAS,1984,"M. McHone (11-20), B. Bass (26-25)",mchonmo99c|bassbo99c
SAS,SAS,1983,S. Albeck (53-29),albecst99c
SAS,SAS,1982,S. Albeck (48-34),albecst99c
SAS,SAS,1981,S. Albeck (52-30),albecst99c
SAS,SAS,1980,"D. Moe (33-33), B. Bass (8-8)",moedo01c|bassbo99c
SAS,SAS,1979,D. Moe (48-34),moedo01c
SAS,SAS,1978,D. Moe (52-30),moedo01c
SAS,SAS,1977,D. Moe (44-38),moedo01c
SAS,SAS,1976,B. Bass (50-34),bassbo99c
SAS,SAS,1975,"T. Nissalke (18-10), B. Bass (33-23)",nissato99c|bassbo99c
SAS,SAS,1974,T. Nissalke (45-39),nissato99c
SAS,SAS,1973,"B. McCarthy (24-48), D. Brown (4-8)",mccarba99c|brownda99c
SAS,SAS,1972,T. Nissalke (42-42),nissato99c
SAS,SAS,1971,"M. Williams (5-14), B. Blakeley (25-40)",willima99c|blakebi99c
SAS,SAS,1970,"C. Hagan (22-21), M. Williams (23-18)",hagancl01c|willima99c
SAS,SAS,1969,C. Hagan (41-37),hagancl01c
SAS,SAS,1968,C. Hagan (46-32),hagancl01c
TOR,TOR,2018,D. Casey (18-8),caseydw99c
TOR,TOR,2017,D. Casey (51-31),caseydw99c
TOR,TOR,2016,D. Casey (56-26),caseydw99c
TOR,TOR,2015,D. Casey (49-33),caseydw99c
TOR,TOR,2014,D. Casey (48-34),caseydw99c
TOR,TOR,2013,D. Casey (34-48),caseydw99c
TOR,TOR,2012,D. Casey (23-43),caseydw99c
TOR,TOR,2011,J. Triano (22-60),trianja99c
TOR,TOR,2010,J. Triano (40-42),trianja99c
TOR,TOR,2009,"S. Mitchell (8-9), J. Triano (25-40)",mitchsa01c|trianja99c
TOR,TOR,2008,S. Mitchell (41-41),mitchsa01c
TOR,TOR,2007,S. Mitchell (47-35),mitchsa01c
TOR,TOR,2006,S. Mitchell (27-55),mitchsa01c
TOR,TOR,2005,S. Mitchell (33-49),mitchsa01c
TOR,TOR,2004,K. O'Neill (33-49),oneilke99c
TOR,TOR,2003,L. Wilkens (24-58),wilkele01c
TOR,TOR,2002,L. Wilkens (42-40),wilkele01c
TOR,TOR,2001,L. Wilkens (47-35),wilkele01c
TOR,TOR,2000,B. Carter (45-37),cartebu01c
TOR,TOR,1999,B. Carter (23-27),cartebu01c
TOR,TOR,1998,"D. Walker (11-38), B. Carter (5-28)",walkeda01c|cartebu01c
TOR,TOR,1997,D. Walker (30-52),walkeda01c
TOR,TOR,1996,B. Malone (21-61),malonbr99c
UTA,UTA,2018,Q. Snyder (13-15),snydequ01c
UTA,UTA,2017,Q. Snyder (51-31),snydequ01c
UTA,UTA,2016,Q. Snyder (40-42),snydequ01c
UTA,UTA,2015,Q. Snyder (38-44),snydequ01c
UTA,UTA,2014,T. Corbin (25-57),corbity01c
UTA,UTA,2013,T. Corbin (43-39),corbity01c
UTA,UTA,2012,T. Corbin (36-30),corbity01c
UTA,UTA,2011,"J. Sloan (31-23), T. Corbin (8-20)",sloanje01c|corbity01c
UTA,UTA,2010,J. Sloan (53-29),sloanje01c
UTA,UTA,2009,J. Sloan (48-34),sloanje01c
UTA,UTA,2008,J. Sloan (54-28),sloanje01c
UTA,UTA,2007,J. Sloan (51-31),sloanje01c
UTA,UTA,2006,J. Sloan (41-41),sloanje01c
UTA,UTA,2005,J. Sloan (26-56),sloanje01c
UTA,UTA,2004,J. Sloan (42-40),sloanje01c
UTA,UTA,2003,J. Sloan (47-35),sloanje01c
UTA,UTA,2002,J. Sloan (44-38),sloanje01c
UTA,UTA,2001,J. Sloan (53-29),sloanje01c
UTA,UTA,2000,J. Sloan (55-27),sloanje01c
UTA,UTA,1999,J. Sloan (37-13),sloanje01c
UTA,UTA,1998,J. Sloan (62-20),sloanje01c
UTA,UTA,1997,J. Sloan (64-18),sloanje01c
UTA,UTA,1996,J. Sloan (55-27),sloanje01c
UTA,UTA,1995,J. Sloan (60-22),sloanje01c
UTA,UTA,1994,J. Sloan (53-29),sloanje01c
UTA,UTA,1993,J. Sloan (47-35),sloanje01c
UTA,UTA,1992,J. Sloan (55-27),sloanje01c
UTA,UTA,1991,J. Sloan (54-28),sloanje01c
UTA,UTA,1990,J. Sloan (55-27),sloanje01c
UTA,UTA,1989,"F. Layden (11-6), J. Sloan (40-25)",laydefr99c|sloanje01c
UTA,UTA,1988,F. Layden (47-35),laydefr99c
UTA,UTA,1987,F. Layden (44-38),laydefr99c
UTA,UTA,1986,F. Layden (42-40),laydefr99c
UTA,UTA,1985,F. Layden (41-41),laydefr99c
UTA,UTA,1984,F. Layden (45-37),laydefr99c
UTA,UTA,1983,F. Layden (30-52),laydefr99c
UTA,UTA,1982,"T. Nissalke (8-12), F. Layden (17-45)",nissato99c|laydefr99c
UTA,UTA,1981,T. Nissalke (28-54),nissato99c
UTA,UTA,1980,T. Nissalke (24-58),nissato99c
UTA,UTA,1979,E. Baylor (26-56),bayloel01c
UTA,UTA,1978,E. Baylor (39-43),bayloel01c
UTA,UTA,1977,"B. Van Breda Kolff (14-12), E. Baylor (21-35)",vanbrbu01c|bayloel01c
UTA,UTA,1976,B. Van Breda Kolff (38-44),vanbrbu01c
UTA,UTA,1975,"S. Robertson (1-14), E. Baylor (0-1), B. Van Breda Kolff (22-44)",robersc99c|bayloel01c|vanbrbu01c
MIA,MIA,2018,E. Spoelstra (13-14),spoeler99c
MIA,MIA,2017,E. Spoelstra (41-41),spoeler99c
MIA,MIA,2016,E. Spoelstra (48-34),spoeler99c
MIA,MIA,2015,E. Spoelstra (37-45),spoeler99c
MIA,MIA,2014,E. Spoelstra (54-28),spoeler99c
MIA,MIA,2013,E. Spoelstra (66-16),spoeler99c
MIA,MIA,2012,E. Spoelstra (46-20),spoeler99c
MIA,MIA,2011,E. Spoelstra (58-24),spoeler99c
MIA,MIA,2010,E. Spoelstra (47-35),spoeler99c
MIA,MIA,2009,E. Spoelstra (43-39),spoeler99c
MIA,MIA,2008,P. Riley (15-67),rileypa01c
MIA,MIA,2007,P. Riley (44-38),rileypa01c
MIA,MIA,2006,"S. Van Gundy (11-10), P. Riley (41-20)",vangust99c|rileypa01c
MIA,MIA,2005,S. Van Gundy (59-23),vangust99c
MIA,MIA,2004,S. Van Gundy (42-40),vangust99c
MIA,MIA,2003,P. Riley (25-57),rileypa01c
MIA,MIA,2002,P. Riley (36-46),rileypa01c
MIA,MIA,2001,P. Riley (50-32),rileypa01c
MIA,MIA,2000,P. Riley (52-30),rileypa01c
MIA,MIA,1999,P. Riley (33-17),rileypa01c
MIA,MIA,1998,P. Riley (55-27),rileypa01c
MIA,MIA,1997,P. Riley (61-21),rileypa01c
MIA,MIA,1996,P. Riley (42-40),rileypa01c
MIA,MIA,1995,"K. Loughery (17-29), A. Gentry (15-21)",loughke01c|gentral99c
MIA,MIA,1994,K. Loughery (42-40),loughke01c
MIA,MIA,1993,K. Loughery (36-46),loughke01c
MIA,MIA,1992,K. Loughery (38-44),loughke01c
MIA,MIA,1991,R. Rothstein (24-58),rothsro99c
MIA,MIA,1990,R. Rothstein (18-64),rothsro99c
MIA,MIA,1989,R. Rothstein (15-67),rothsro99c
VANMEM,MEM,2018,"D. Fizdale (7-12), J. Bickerstaff (1-8)",fizdada01c|bickejb01c
VANMEM,MEM,2017,D. Fizdale (43-39),fizdada01c
VANMEM,MEM,2016,D. Joerger (42-40),joergda99c
VANMEM,MEM,2015,D. Joerger (55-27),joergda99c
VANMEM,MEM,2014,D. Joerger (50-32),joergda99c
VANMEM,MEM,2013,L. Hollins (56-26),hollili01c
VANMEM,MEM,2012,L. Hollins (41-25),hollili01c
VANMEM,MEM,2011,L. Hollins (46-36),hollili01c
VANMEM,MEM,2010,L. Hollins (40-42),hollili01c
VANMEM,MEM,2009,"M. Iavaroni (11-30), J. Davis (0-2), L. Hollins (13-26)",iavarma01c|davisjo01c|hollili01c
VANMEM,MEM,2008,M. Iavaroni (22-60),iavarma01c
VANMEM,MEM,2007,"M. Fratello (6-24), T. Barone (16-36)",fratemi99c|baronto99c
VANMEM,MEM,2006,M. Fratello (49-33),fratemi99c
VANMEM,MEM,2005,"H. Brown (5-7), L. Hollins (0-4), M. Fratello (40-26)",brownhu99c|hollili01c|fratemi99c
VANMEM,MEM,2004,H. Brown (50-32),brownhu99c
VANMEM,MEM,2003,"S. Lowe (0-8), H. Brown (28-46)",lowesi01c|brownhu99c
VANMEM,MEM,2002,S. Lowe (23-59),lowesi01c
VANMEM,VAN,2001,S. Lowe (23-59),lowesi01c
VANMEM,VAN,2000,"B. Hill (4-18), L. Hollins (18-42)",hillbr99c|hollili01c
VANMEM,VAN,1999,B. Hill (8-42),hillbr99c
VANMEM,VAN,1998,B. Hill (19-63),hillbr99c
VANMEM,VAN,1997,"B. Winters (8-35), S. Jackson (6-33)",wintebr01c|jacksst99c
VANMEM,VAN,1996,B. Winters (15-67),wintebr01c
BOS,BOS,2018,B. Stevens (24-6),stevebr99c
BOS,BOS,2017,B. Stevens (53-29),stevebr99c
BOS,BOS,2016,B. Stevens (48-34),stevebr99c
BOS,BOS,2015,B. Stevens (40-42),stevebr99c
BOS,BOS,2014,B. Stevens (25-57),stevebr99c
BOS,BOS,2013,D. Rivers (41-40),riverdo01c
BOS,BOS,2012,D. Rivers (39-27),riverdo01c
BOS,BOS,2011,D. Rivers (56-26),riverdo01c
BOS,BOS,2010,D. Rivers (50-32),riverdo01c
BOS,BOS,2009,D. Rivers (62-20),riverdo01c
BOS,BOS,2008,D. Rivers (66-16),riverdo01c
