franchise,team,year,coaches_text,coaches_id
DET,DET,1974,R. Scott (52-30),scottra01c
DET,DET,1973,"E. Lloyd (2-5), R. Scott (38-37)",lloydea01c|scottra01c
DET,DET,1972,"B. Van Breda Kolff (6-4), T. Dischinger (0-2), E. Lloyd (20-50)",vanbrbu01c|dischte01c|lloydea01c
DET,DET,1971,B. Van Breda Kolff (45-37),vanbrbu01c
DET,DET,1970,B. Van Breda Kolff (31-51),vanbrbu01c
DET,DET,1969,"D. Butcher (10-12), P. Seymour (22-38)",butchdo01c|seymopa01c
DET,DET,1968,D. Butcher (40-42),butchdo01c
DET,DET,1967,"D. DeBusschere (28-45), D. Butcher (2-6)",debusda01c|butchdo01c
DET,DET,1966,D. DeBusschere (22-58),debusda01c
DET,DET,1965,"C. Wolf (2-9), D. DeBusschere (29-40)",wolfch99c|debusda01c
DET,DET,1964,C. Wolf (23-57),wolfch99c
DET,DET,1963,D. McGuire (34-46),mcguidi01c
DET,DET,1962,D. McGuire (37-43),mcguidi01c
DET,DET,1961,D. McGuire (34-45),mcguidi01c
DET,DET,1960,"R. Rocha (13-21), D. McGuire (17-24)",rochare01c|mcguidi01c
DET,DET,1959,R. Rocha (28-44),rochare01c
DET,DET,1958,"C. Eckman (9-16), R. Rocha (24-23)",eckmach99c|rochare01c
DET,DET,1957,C. Eckman (34-38),eckmach99c
DET,DET,1956,C. Eckman (37-35),eckmach99c
DET,DET,1955,C. Eckman (43-29),eckmach99c
DET,DET,1954,P. Birch (40-32),birchpa99c
DET,DET,1953,P. Birch (36-33),birchpa99c
DET,DET,1952,P. Birch (29-37),birchpa99c
DET,DET,1951,M. Mendenhall (32-36),mendemu99c
DET,DET,1950,M. Mendenhall (40-28),mendemu99c
DET,DET,1949,"C. Bennett (0-6), C. Armstrong (22-32)",benneca99c|armstcu01c
GSW,GSW,2018,S. Kerr (23-6),kerrst01c
GSW,GSW,2017,S. Kerr (67-15),kerrst01c
GSW,GSW,2016,S. Kerr (73-9),kerrst01c
GSW,GSW,2015,S. Kerr (67-15),kerrst01c
GSW,GSW,2014,M. Jackson (51-31),jacksma01c
GSW,GSW,2013,M. Jackson (47-35),jacksma01c
GSW,GSW,2012,M. Jackson (23-43),jacksma01c
GSW,GSW,2011,K. Smart (36-46),smartke01c
GSW,GSW,2010,D. Nelson (26-56),nelsodo01c
GSW,GSW,2009,D. Nelson (29-53),nelsodo01c
GSW,GSW,2008,D. Nelson (48-34),nelsodo01c
GSW,GSW,2007,D. Nelson (42-40),nelsodo01c
GSW,GSW,2006,M. Montgomery (34-48),montgmi99c
GSW,GSW,2005,M. Montgomery (34-48),montgmi99c
GSW,GSW,2004,E. Musselman (37-45),musseer99c
GSW,GSW,2003,E. Musselman (38-44),musseer99c
GSW,GSW,2002,"D. Cowens (8-15), B. Winters (13-46)",cowenda01c|wintebr01c
GSW,GSW,2001,D. Cowens (17-65),cowenda01c
GSW,GSW,2000,"P. Carlesimo (6-21), G. St. Jean (13-42)",carlepj99c|stjeaga99c
GSW,GSW,1999,P. Carlesimo (21-29),carlepj99c
GSW,GSW,1998,P. Carlesimo (19-63),carlepj99c
GSW,GSW,1997,R. Adelman (30-52),adelmri01c
GSW,GSW,1996,R. Adelman (36-46),adelmri01c
GSW,GSW,1995,"D. Nelson (14-31), B. Lanier (12-25)",nelsodo01c|laniebo01c
GSW,GSW,1994,D. Nelson (50-32),nelsodo01c
GSW,GSW,1993,D. Nelson (34-48),nelsodo01c
GSW,GSW,1992,D. Nelson (55-27),nelsodo01c
GSW,GSW,1991,D. Nelson (44-38),nelsodo01c
GSW,GSW,1990,D. Nelson (37-45),nelsodo01c
GSW,GSW,1989,D. Nelson (43-39),nelsodo01c
GSW,GSW,1988,"G. Karl (16-48), E. Gregory (4-14)",karlge01c|gregoed99c
GSW,GSW,1987,G. Karl (42-40),karlge01c
GSW,GSW,1986,J. Bach (30-52),bachjo01c
GSW,GSW,1985,J. Bach (22-60),bachjo01c
GSW,GSW,1984,J. Bach (37-45),bachjo01c
GSW,GSW,1983,A. Attles (30-52),attleal01c
GSW,GSW,1982,A. Attles (45-37),attleal01c
GSW,GSW,1981,A. Attles (39-43),attleal01c
GSW,GSW,1980,"A. Attles (18-43), J. Bach (6-15)",attleal01c|bachjo01c
GSW,GSW,1979,A. Attles (38-44),attleal01c
GSW,GSW,1978,A. Attles (43-39),attleal01c
GSW,GSW,1977,A. Attles (46-36),attleal01c
GSW,GSW,1976,A. Attles (59-23),attleal01c
GSW,GSW,1975,A. Attles (48-34),attleal01c
GSW,GSW,1974,A. Attles (44-38),attleal01c
GSW,GSW,1973,A. Attles (47-35),attleal01c
GSW,GSW,1972,A. Attles (51-31),attleal01c
GSW,GSW,1971,A. Attles (41-41),attleal01c
GSW,GSW,1970,"G. Lee (22-30), A. Attles (8-22)",leege01c|attleal01c
GSW,GSW,1969,G. Lee (41-41),leege01c
GSW,GSW,1968,B. Sharman (43-39),sharmbi01c
GSW,GSW,1967,B. Sharman (44-37),sharmbi01c
GSW,GSW,1966,A. Hannum (35-45),hannual01c
GSW,GSW,1965,A. Hannum (17-63),hannual01c
GSW,GSW,1964,A. Hannum (48-32),hannual01c
GSW,GSW,1963,B. Feerick (31-49),feeribo01c
GSW,GSW,1962,F. McGuire (49-31),mcguifr99c
GSW,GSW,1961,N. Johnston (46-33),johnsne01c
GSW,GSW,1960,N. Johnston (49-26),johnsne01c
GSW,GSW,1959,A. Cervi (32-40),cervial01c
GSW,GSW,1958,G. Senesky (37-35),senesge01c
GSW,GSW,1957,G. Senesky (37-35),senesge01c
GSW,GSW,1956,G. Senesky (45-27),senesge01c
GSW,GSW,1955,E. Gottlieb (33-39),gottled99c
GSW,GSW,1954,E. Gottlieb (29-43),gottled99c
GSW,GSW,1953,E. Gottlieb (12-57),gottled99c
GSW,GSW,1952,E. Gottlieb (33-33),gottled99c
GSW,GSW,1951,E. Gottlieb (40-26),gottled99c
GSW,GSW,1950,E. Gottlieb (26-42),gottled99c
GSW,GSW,1949,E. Gottlieb (28-32),gottled99c
GSW,GSW,1948,E. Gottlieb (27-21),gottled99c
GSW,GSW,1947,E. Gottlieb (35-25),gottled99c
HOU,HOU,2018,M. D'Antoni (22-4),dantomi01c
HOU,HOU,2017,M. D'Antoni (55-27),dantomi01c
HOU,HOU,2016,"K. McHale (4-7), J. Bickerstaff (37-34)",mchalke01c|bickejb01c
HOU,HOU,2015,K. McHale (56-26),mchalke01c
HOU,HOU,2014,K. McHale (54-28),mchalke01c
HOU,HOU,2013,K. McHale (45-37),mchalke01c
HOU,HOU,2012,K. McHale (34-32),mchalke01c
HOU,HOU,2011,R. Adelman (43-39),adelmri01c
HOU,HOU,2010,R. Adelman (42-40),adelmri01c
HOU,HOU,2009,R. Adelman (53-29),adelmri01c
HOU,HOU,2008,R. Adelman (55-27),adelmri01c
HOU,HOU,2007,J. Van Gundy (52-30),vanguje99c
HOU,HOU,2006,J. Van Gundy (34-48),vanguje99c
HOU,HOU,2005,J. Van Gundy (51-31),vanguje99c
HOU,HOU,2004,J. Van Gundy (45-37),vanguje99c
HOU,HOU,2003,R. Tomjanovich (43-39),tomjaru01c
HOU,HOU,2002,R. Tomjanovich (28-54),tomjaru01c
HOU,HOU,2001,R. Tomjanovich (45-37),tomjaru01c
HOU,HOU,2000,R. Tomjanovich (34-48),tomjaru01c
HOU,HOU,1999,R. Tomjanovich (31-19),tomjaru01c
HOU,HOU,1998,R. Tomjanovich (41-41),tomjaru01c
HOU,HOU,1997,R. Tomjanovich (57-25),tomjaru01c
HOU,HOU,1996,R. Tomjanovich (48-34),tomjaru01c
HOU,HOU,1995,R. Tomjanovich (47-35),tomjaru01c
HOU,HOU,1994,R. Tomjanovich (58-24),tomjaru01c
HOU,HOU,1993,R. Tomjanovich (55-27),tomjaru01c
HOU,HOU,1992,"D. Chaney (26-26), R. Tomjanovich (16-14)",chanedo01c|tomjaru01c
HOU,HOU,1991,D. Chaney (52-30),chanedo01c
HOU,HOU,1990,D. Chaney (41-41),chanedo01c
HOU,HOU,1989,D. Chaney (45-37),chanedo01c
HOU,HOU,1988,B. Fitch (46-36),fitchbi99c
HOU,HOU,1987,B. Fitch (42-40),fitchbi99c
HOU,HOU,1986,B. Fitch (51-31),fitchbi99c
HOU,HOU,1985,B. Fitch (48-34),fitchbi99c
HOU,HOU,1984,B. Fitch (29-53),fitchbi99c
HOU,HOU,1983,D. Harris (14-68),harride99c
HOU,HOU,1982,D. Harris (46-36),harride99c
HOU,HOU,1981,D. Harris (40-42),harride99c
HOU,HOU,1980,D. Harris (41-41),harride99c
HOU,HOU,1979,T. Nissalke (47-35),nissato99c
HOU,HOU,1978,T. Nissalke (28-54),nissato99c
HOU,HOU,1977,T. Nissalke (49-33),nissato99c
HOU,HOU,1976,J. Egan (40-42),eganjo01c
HOU,HOU,1975,J. Egan (41-41),eganjo01c
HOU,HOU,1974,J. Egan (32-50),eganjo01c
HOU,HOU,1973,"T. Winter (17-30), J. Egan (16-19)",wintete99c|eganjo01c
HOU,HOU,1972,T. Winter (34-48),wintete99c
HOU,HOU,1971,A. Hannum (40-42),hannual01c
HOU,HOU,1970,"J. McMahon (9-17), A. Hannum (18-38)",mcmahja01c|hannual01c
HOU,HOU,1969,J. McMahon (37-45),mcmahja01c
HOU,HOU,1968,J. McMahon (15-67),mcmahja01c
IND,IND,2018,N. McMillan (16-12),mcmilna01c
IND,IND,2017,N. McMillan (42-40),mcmilna01c
IND,IND,2016,F. Vogel (45-37),vogelfr99c
IND,IND,2015,F. Vogel (38-44),vogelfr99c
IND,IND,2014,F. Vogel (56-26),vogelfr99c
IND,IND,2013,F. Vogel (49-32),vogelfr99c
IND,IND,2012,F. Vogel (42-24),vogelfr99c
IND,IND,2011,"J. O'Brien (17-27), F. Vogel (20-18)",obrieji99c|vogelfr99c
IND,IND,2010,J. O'Brien (32-50),obrieji99c
IND,IND,2009,J. O'Brien (36-46),obrieji99c
IND,IND,2008,J. O'Brien (36-46),obrieji99c
IND,IND,2007,R. Carlisle (35-47),carliri01c
IND,IND,2006,R. Carlisle (41-41),carliri01c
IND,IND,2005,R. Carlisle (44-38),carliri01c
IND,IND,2004,R. Carlisle (61-21),carliri01c
IND,IND,2003,I. Thomas (48-34),thomais01c
IND,IND,2002,I. Thomas (42-40),thomais01c
IND,IND,2001,I. Thomas (41-41),thomais01c
IND,IND,2000,L. Bird (56-26),birdla01c
IND,IND,1999,L. Bird (33-17),birdla01c
IND,IND,1998,L. Bird (58-24),birdla01c
IND,IND,1997,L. Brown (39-43),brownla01c
IND,IND,1996,L. Brown (52-30),brownla01c
IND,IND,1995,L. Brown (52-30),brownla01c
IND,IND,1994,L. Brown (47-35),brownla01c
IND,IND,1993,B. Hill (41-41),hillbo99c
IND,IND,1992,B. Hill (40-42),hillbo99c
IND,IND,1991,"D. Versace (9-16), B. Hill (32-25)",versadi99c|hillbo99c
IND,IND,1990,D. Versace (42-40),versadi99c
IND,IND,1989,"J. Ramsay (0-7), M. Daniels (0-2), G. Irvine (6-14), D. Versace (22-31)",ramsaja99c|danieme01c|irvinge01c|versadi99c
IND,IND,1988,J. Ramsay (38-44),ramsaja99c
IND,IND,1987,J. Ramsay (41-41),ramsaja99c
IND,IND,1986,G. Irvine (26-56),irvinge01c
IND,IND,1985,G. Irvine (22-60),irvinge01c
IND,IND,1984,J. McKinney (26-56),mckinja99c
IND,IND,1983,J. McKinney (20-62),mckinja99c
IND,IND,1982,J. McKinney (35-47),mckinja99c
IND,IND,1981,J. McKinney (44-38),mckinja99c
IND,IND,1980,S. Leonard (37-45),leonasl01c
IND,IND,1979,S. Leonard (38-44),leonasl01c
IND,IND,1978,S. Leonard (31-51),leonasl01c
IND,IND,1977,S. Leonard (36-46),leonasl01c
IND,IND,1976,S. Leonard (39-45),leonasl01c
IND,IND,1975,S. Leonard (45-39),leonasl01c
IND,IND,1974,S. Leonard (46-38),leonasl01c
IND,IND,1973,S. Leonard (51-33),leonasl01c
IND,IND,1972,S. Leonard (47-37),leonasl01c
IND,IND,1971,S. Leonard (58-26),leonasl01c
IND,IND,1970,S. Leonard (59-25),leonasl01c
IND,IND,1969,"L. Staverman (2-7), S. Leonard (42-27)",stavela01c|leonasl01c
IND,IND,1968,L. Staverman (38-40),stavela01c
LAC,LAC,2018,D. Rivers (11-15),riverdo01c
LAC,LAC,2017,D. Rivers (51-31),riverdo01c
LAC,LAC,2016,D. Rivers (53-29),riverdo01c
LAC,LAC,2015,D. Rivers (56-26),riverdo01c
LAC,LAC,2014,D. Rivers (57-25),riverdo01c
LAC,LAC,2013,V. Del Negro (56-26),delnevi01c
LAC,LAC,2012,V. Del Negro (40-26),delnevi01c
LAC,LAC,2011,V. Del Negro (32-50),delnevi01c
LAC,LAC,2010,"M. Dunleavy (21-28), K. Hughes (8-25)",dunlemi01c|hugheki01c
LAC,LAC,2009,M. Dunleavy (19-63),dunlemi01c
LAC,LAC,2008,M. Dunleavy (23-59),dunlemi01c
LAC,LAC,2007,M. Dunleavy (40-42),dunlemi01c
LAC,LAC,2006,M. Dunleavy (47-35),dunlemi01c
LAC,LAC,2005,M. Dunleavy (37-45),dunlemi01c
LAC,LAC,2004,M. Dunleavy (28-54),dunlemi01c
LAC,LAC,2003,"A. Gentry (19-39), D. Johnson (8-16)",gentral99c|johnsde01c
LAC,LAC,2002,A. Gentry (39-43),gentral99c
LAC,LAC,2001,A. Gentry (31-51),gentral99c
LAC,LAC,2000,"C. Ford (11-34), J. Todd (4-33)",fordch01c|toddji99c
LAC,LAC,1999,C. Ford (9-41),fordch01c
LAC,LAC,1998,B. Fitch (17-65),fitchbi99c
LAC,LAC,1997,B. Fitch (36-46),fitchbi99c
LAC,LAC,1996,B. Fitch (29-53),fitchbi99c
LAC,LAC,1995,B. Fitch (17-65),fitchbi99c
LAC,LAC,1994,B. Weiss (27-55),weissbo01c
LAC,LAC,1993,L. Brown (41-41),brownla01c
LAC,LAC,1992,"M. Schuler (21-24), M. Calvin (1-1), L. Brown (23-12)",schulmi99c|calvima01c|brownla01c
LAC,LAC,1991,M. Schuler (31-51),schulmi99c
LAC,LAC,1990,D. Casey (30-52),caseybo99c
LAC,LAC,1989,"G. Shue (10-28), D. Casey (11-33)",shuege01c|caseybo99c
LAC,LAC,1988,G. Shue (17-65),shuege01c
LAC,LAC,1987,D. Chaney (12-70),chanedo01c
LAC,LAC,1986,D. Chaney (32-50),chanedo01c
LAC,LAC,1985,"J. Lynam (22-39), D. Chaney (9-12)",lynamji99c|chanedo01c
LAC,LAC,1984,J. Lynam (30-52),lynamji99c
LAC,LAC,1983,P. Silas (25-57),silaspa01c
LAC,LAC,1982,P. Silas (17-65),silaspa01c
LAC,LAC,1981,P. Silas (36-46),silaspa01c
LAC,LAC,1980,G. Shue (35-47),shuege01c
LAC,LAC,1979,G. Shue (43-39),shuege01c
LAC,LAC,1978,C. Fitzsimmons (27-55),fitzsco99c
LAC,LAC,1977,"T. Locke (16-30), B. MacKinnon (3-4), J. Mullaney (11-18)",locketa99c|mackibo99c|mullajo01c
LAC,LAC,1976,J. Ramsay (46-36),ramsaja99c
LAC,LAC,1975,J. Ramsay (49-33),ramsaja99c
LAC,LAC,1974,J. Ramsay (42-40),ramsaja99c
LAC,LAC,1973,J. Ramsay (21-61),ramsaja99c
LAC,LAC,1972,"D. Schayes (0-1), J. McCarthy (22-59)",schaydo01c|mccarjo01c
LAC,LAC,1971,D. Schayes (22-60),schaydo01c
LAL,LAL,2018,L. Walton (10-17),waltolu01c
LAL,LAL,2017,L. Walton (26-56),waltolu01c
LAL,LAL,2016,B. Scott (17-65),scottby01c
LAL,LAL,2015,B. Scott (21-61),scottby01c
LAL,LAL,2014,M. D'Antoni (27-55),dantomi01c
LAL,LAL,2013,"M. Brown (1-4), B. Bickerstaff (4-1), M. D'Antoni (40-32)",brownmi99c|bickebe99c|dantomi01c
LAL,LAL,2012,M. Brown (41-25),brownmi99c
LAL,LAL,2011,P. Jackson (57-25),jacksph01c
LAL,LAL,2010,P. Jackson (57-25),jacksph01c
LAL,LAL,2009,P. Jackson (65-17),jacksph01c
LAL,LAL,2008,P. Jackson (57-25),jacksph01c
LAL,LAL,2007,P. Jackson (42-40),jacksph01c
LAL,LAL,2006,P. Jackson (45-37),jacksph01c
LAL,LAL,2005,"R. Tomjanovich (24-19), F. Hamblen (10-29)",tomjaru01c|hamblfr99c
LAL,LAL,2004,P. Jackson (56-26),jacksph01c
LAL,LAL,2003,P. Jackson (50-32),jacksph01c
LAL,LAL,2002,P. Jackson (58-24),jacksph01c
LAL,LAL,2001,P. Jackson (56-26),jacksph01c
LAL,LAL,2000,P. Jackson (67-15),jacksph01c
LAL,LAL,1999,"D. Harris (6-6), B. Bertka (1-0), K. Rambis (24-13)",harride99c|bertkbi99c|rambiku01c
LAL,LAL,1998,D. Harris (61-21),harride99c
LAL,LAL,1997,D. Harris (56-26),harride99c
LAL,LAL,1996,D. Harris (53-29),harride99c
LAL,LAL,1995,D. Harris (48-34),harride99c
LAL,LAL,1994,"R. Pfund (27-37), B. Bertka (1-1), M. Johnson (5-11)",pfundra99c|bertkbi99c|johnsma02c
LAL,LAL,1993,R. Pfund (39-43),pfundra99c
LAL,LAL,1992,M. Dunleavy (43-39),dunlemi01c
LAL,LAL,1991,M. Dunleavy (58-24),dunlemi01c
LAL,LAL,1990,P. Riley (63-19),rileypa01c
LAL,LAL,1989,P. Riley (57-25),rileypa01c
LAL,LAL,1988,P. Riley (62-20),rileypa01c
LAL,LAL,1987,P. Riley (65-17),rileypa01c
LAL,LAL,1986,P. Riley (62-20),rileypa01c
LAL,LAL,1985,P. Riley (62-20),rileypa01c
LAL,LAL,1984,P. Riley (54-28),rileypa01c
LAL,LAL,1983,P. Riley (58-24),rileypa01c
LAL,LAL,1982,"P. Westhead (7-4), P. Riley (50-21)",westhpa99c|rileypa01c
LAL,LAL,1981,P. Westhead (54-28),westhpa99c
LAL,LAL,1980,"J. McKinney (10-4), P. Westhead (50-18)",mckinja99c|westhpa99c
LAL,LAL,1979,J. West (47-35),westje01c
LAL,LAL,1978,J. West (45-37),westje01c
LAL,LAL,1977,J. West (53-29),westje01c
LAL,LAL,1976,B. Sharman (40-42),sharmbi01c
LAL,LAL,1975,B. Sharman (30-52),sharmbi01c
LAL,LAL,1974,B. Sharman (47-35),sharmbi01c
LAL,LAL,1973,B. Sharman (60-22),sharmbi01c
LAL,LAL,1972,B. Sharman (69-13),sharmbi01c
LAL,LAL,1971,J. Mullaney (48-34),mullajo01c
LAL,LAL,1970,J. Mullaney (46-36),mullajo01c
LAL,LAL,1969,B. Van Breda Kolff (55-27),vanbrbu01c
LAL,LAL,1968,B. Van Breda Kolff (52-30),vanbrbu01c
LAL,LAL,1967,F. Schaus (36-45),schaufr01c
LAL,LAL,1966,F. Schaus (45-35),schaufr01c
LAL,LAL,1965,F. Schaus (49-31),schaufr01c
LAL,LAL,1964,F. Schaus (42-38),schaufr01c
LAL,LAL,1963,F. Schaus (53-27),schaufr01c
LAL,LAL,1962,F. Schaus (54-26),schaufr01c
LAL,LAL,1961,F. Schaus (36-43),schaufr01c
LAL,LAL,1960,"J. Castellani (11-25), J. Pollard (14-25)",castejo99c|pollaji01c
LAL,LAL,1959,J. Kundla (33-39),kundljo99c
LAL,LAL,1958,"G. Mikan (9-30), J. Kundla (10-23)",mikange01c|kundljo99c
LAL,LAL,1957,J. Kundla (34-38),kundljo99c
LAL,LAL,1956,J. Kundla (33-39),kundljo99c
LAL,LAL,1955,J. Kundla (40-32),kundljo99c
LAL,LAL,1954,J. Kundla (46-26),kundljo99c
LAL,LAL,1953,J. Kundla (48-22),kundljo99c
LAL,LAL,1952,J. Kundla (40-26),kundljo99c
LAL,LAL,1951,J. Kundla (44-24),kundljo99c
LAL,LAL,1950,J. Kundla (51-17),kundljo99c
LAL,LAL,1949,J. Kundla (44-16),kundljo99c
WAS,WAS,2018,S. Brooks (15-13),brooksc01c
WAS,WAS,2017,S. Brooks (49-33),brooksc01c
WAS,WAS,2016,R. Wittman (41-41),wittmra01c
WAS,WAS,2015,R. Wittman (46-36),wittmra01c
WAS,WAS,2014,R. Wittman (44-38),wittmra01c
WAS,WAS,2013,R. Wittman (29-53),wittmra01c
WAS,WAS,2012,"F. Saunders (2-15), R. Wittman (18-31)",saundfl99c|wittmra01c
WAS,WAS,2011,F. Saunders (23-59),saundfl99c
WAS,WAS,2010,F. Saunders (26-56),saundfl99c
WAS,WAS,2009,"E. Jordan (1-10), E. Tapscott (18-53)",jordaed01c|tapsced99c
WAS,WAS,2008,E. Jordan (43-39),jordaed01c
WAS,WAS,2007,E. Jordan (41-41),jordaed01c
WAS,WAS,2006,E. Jordan (42-40),jordaed01c
WAS,WAS,2005,E. Jordan (45-37),jordaed01c
WAS,WAS,2004,E. Jordan (25-57),jordaed01c
WAS,WAS,2003,D. Collins (37-45),collido01c
WAS,WAS,2002,D. Collins (37-45),collido01c
WAS,WAS,2001,L. Hamilton (19-63),hamille99c
WAS,WAS,2000,"G. Heard (14-30), D. Walker (15-23)",heardga01c|walkeda01c
WAS,WAS,1999,"B. Bickerstaff (13-19), J. Brovelli (5-13)",bickebe99c|broveji99c
WAS,WAS,1998,B. Bickerstaff (42-40),bickebe99c
WAS,WAS,1997,"J. Lynam (22-24), B. Staak (0-1), B. Bickerstaff (22-13)",lynamji99c|staakbo99c|bickebe99c
WAS,WAS,1996,J. Lynam (39-43),lynamji99c
WAS,WAS,1995,J. Lynam (21-61),lynamji99c
WAS,WAS,1994,W. Unseld (24-58),unselwe01c
WAS,WAS,1993,W. Unseld (22-60),unselwe01c
WAS,WAS,1992,W. Unseld (25-57),unselwe01c
WAS,WAS,1991,W. Unseld (30-52),unselwe01c
WAS,WAS,1990,W. Unseld (31-51),unselwe01c
WAS,WAS,1989,W. Unseld (40-42),unselwe01c
WAS,WAS,1988,"K. Loughery (8-19), W. Unseld (30-25)",loughke01c|unselwe01c
WAS,WAS,1987,K. Loughery (42-40),loughke01c
WAS,WAS,1986,"G. Shue (32-37), K. Loughery (7-6)",shuege01c|loughke01c
WAS,WAS,1985,G. Shue (40-42),shuege01c
WAS,WAS,1984,G. Shue (35-47),shuege01c
WAS,WAS,1983,G. Shue (42-40),shuege01c
WAS,WAS,1982,G. Shue (43-39),shuege01c
WAS,WAS,1981,G. Shue (39-43),shuege01c
WAS,WAS,1980,D. Motta (39-43),mottadi99c
WAS,WAS,1979,D. Motta (54-28),mottadi99c
WAS,WAS,1978,D. Motta (44-38),mottadi99c
WAS,WAS,1977,D. Motta (48-34),mottadi99c
WAS,WAS,1976,K. Jones (48-34),joneskc01c
WAS,WAS,1975,K. Jones (60-22),joneskc01c
WAS,WAS,1974,K. Jones (47-35),joneskc01c
WAS,WAS,1973,G. Shue (52-30),shuege01c
WAS,WAS,1972,G. Shue (38-44),shuege01c
WAS,WAS,1971,G. Shue (42-40),shuege01c
WAS,WAS,1970,G. Shue (50-32),shuege01c
WAS,WAS,1969,G. Shue (57-25),shuege01c
WAS,WAS,1968,G. Shue (36-46),shuege01c
WAS,WAS,1967,"M. Farmer (1-8), B. Jeannette (3-13), G. Shue (16-40)",farmemi01c|jeannbu01c|shuege01c
WAS,WAS,1966,P. Seymour (38-42),seymopa01c
WAS,WAS,1965,B. Jeannette (37-43),jeannbu01c
WAS,WAS,1964,S. Leonard (31-49),leonasl01c
WAS,WAS,1963,"J. McMahon (12-26), S. Leonard (13-29)",mcmahja01c|leonasl01c
WAS,WAS,1962,J. Pollard (18-62),pollaji01c
